"Guid","AL_Text_Rich_Custom_Any__c","AccountPicklist__c","AccountSource","AnnualRevenue","BillingCity","BillingCountry","BillingGeocodeAccuracy","BillingLatitude","BillingLongitude","BillingPostalCode","BillingState","BillingStreet","CHeckbox_new__c","Checkbox__c","Currency_test__c","Cust1__c","CustChekSchema__c","Custom_Field__c","Custom_text_F__c","Date_field__c","Description","Email_test__c","External_ID__c","Fax","Field_New_2__c","Geolocation__Latitude__s","Geolocation__Longitude__s","Industry","Jigsaw","Multipicklist__c","Name","Newemail_FIELD__c","NumberOfEmployees","Number_Any__c","Number_test__c","ParentId","Percent__c","Phone","Phone__c","PicKListASNaf__c","Pick_Simple__c","Pick__c","Picklist__c","SBQQ__AssetQuantitiesCombined__c","SBQQ__CoTermedContractsCombined__c","SBQQ__CoTerminationEvent__c","SBQQ__ContractCoTermination__c","SBQQ__IgnoreParentContractedPrices__c","SBQQ__PreserveBundle__c","SBQQ__PriceHoldEnd__c","SBQQ__RenewalModel__c","SBQQ__RenewalPricingMethod__c","SBQQ__TaxExempt__c","ShippingCity","ShippingCountry","ShippingGeocodeAccuracy","ShippingLatitude","ShippingLongitude","ShippingPostalCode","ShippingState","ShippingStreet","SicDesc","TestGeoLocation__Latitude__s","TestGeoLocation__Longitude__s","Test_Global_Picklist__c","Test_Multipicklist__c","Test_Picklist__c","TextFields2__c","Text_AL__c","Text_Area_Rich__c","Text_Area__c","Text_Encrypted__c","Text_are_long__c","Text_long__c","Textfield__c","Time__c","Type","URL__c","Website","new_cust__c","pick1__c"
d5599c00-b5e0-45d3-8eaa-aef7c73c4d4b,"#N/A",A,"#N/A",9.5E8,Paris,France,"#N/A","#N/A","#N/A",75251,"#N/A",2 Place Jussieu,false,false,"#N/A","#N/A",false,"#N/A","#N/A","#N/A","#N/A","#N/A","#N/A",(014) 427-4428,"#N/A","#N/A","#N/A",Construction,"#N/A",Not Started,Pyramid Construction Inc.,"#N/A",2680,"#N/A","#N/A","#N/A","#N/A",(014) 427-4427,"#N/A","#N/A","#N/A","#N/A","#N/A",false,false,"#N/A",Never,false,true,"#N/A",Contract Based,Same,No,Paris,France,"#N/A","#N/A","#N/A",75251,"#N/A",2 Place Jussieu,"#N/A","#N/A","#N/A",A,"#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A",Customer - Channel,"#N/A",www.pyramid.com,false,"#N/A"
d58adb27-58e0-4b5f-8f60-915314b42d11,"#N/A",A,"#N/A",3.0E7,Mountain View,"#N/A","#N/A","#N/A","#N/A","#N/A",CA,"345 Shoreline Park
Mountain View, CA 94043
USA",false,false,"#N/A","#N/A",false,"#N/A","#N/A","#N/A",Genomics company engaged in mapping and sequencing of the human genome and developing gene-based drugs,"#N/A","#N/A",(650) 867-9895,"#N/A","#N/A","#N/A",Biotechnology,"#N/A",Not Started,GenePoint,"#N/A",265,"#N/A","#N/A","#N/A","#N/A",(650) 867-3450,"#N/A","#N/A","#N/A","#N/A","#N/A",false,false,"#N/A",Never,false,true,"#N/A",Contract Based,Same,No,"#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","345 Shoreline Park
Mountain View, CA 94043
USA","#N/A","#N/A","#N/A",A,"#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A",Customer - Channel,"#N/A",www.genepoint.com,false,"#N/A"
d592c25f-554b-408e-aadb-3c0a223e3d43,"#N/A",A,"#N/A",1.39E8,Austin,"#N/A","#N/A","#N/A","#N/A","#N/A",TX,"312 Constitution Place
Austin, TX 78767
USA",false,false,"#N/A","#N/A",false,"#N/A","#N/A","#N/A","Edge, founded in 1998, is a start-up based in Austin, TX. The company designs and manufactures a device to convert music from one digital format to another. Edge sells its product through retailers and its own website.","#N/A","#N/A",(512) 757-9000,"#N/A","#N/A","#N/A",Electronics,"#N/A",Not Started,Edge Communications,"#N/A",1000,"#N/A","#N/A","#N/A","#N/A",(512) 757-6000,"#N/A","#N/A","#N/A","#N/A","#N/A",false,false,"#N/A",Never,false,true,"#N/A",Contract Based,Same,No,"#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","312 Constitution Place
Austin, TX 78767
USA","#N/A","#N/A","#N/A",A,"#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A",Customer - Direct,"#N/A",http://edgecomm.com,false,"#N/A"
d59854f7-4975-4af0-ba04-0df2cc7160f9,"#N/A",A,"#N/A",9.5E8,Paris,France,"#N/A","#N/A","#N/A",75251,"#N/A",2 Place Jussieu,false,false,"#N/A","#N/A",false,"#N/A","#N/A","#N/A","#N/A","#N/A","#N/A",(014) 427-4428,"#N/A","#N/A","#N/A",Construction,"#N/A",Not Started,Pyramid Construction Inc.,"#N/A",2680,"#N/A","#N/A","#N/A","#N/A",(014) 427-4427,"#N/A","#N/A","#N/A","#N/A","#N/A",false,false,"#N/A",Never,false,true,"#N/A",Contract Based,Same,No,Paris,France,"#N/A","#N/A","#N/A",75251,"#N/A",2 Place Jussieu,"#N/A","#N/A","#N/A",A,"#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A",Customer - Channel,"#N/A",www.pyramid.com,false,"#N/A"
d5d44230-430b-469e-b385-8f9b3ee36d5f,"#N/A",A,"#N/A",3.0E7,Mountain View,"#N/A","#N/A","#N/A","#N/A","#N/A",CA,"345 Shoreline Park
Mountain View, CA 94043
USA",false,false,"#N/A","#N/A",false,"#N/A","#N/A","#N/A",Genomics company engaged in mapping and sequencing of the human genome and developing gene-based drugs,"#N/A","#N/A",(650) 867-9895,"#N/A","#N/A","#N/A",Biotechnology,"#N/A",Not Started,GenePoint,"#N/A",265,"#N/A","#N/A","#N/A","#N/A",(650) 867-3450,"#N/A","#N/A","#N/A","#N/A","#N/A",false,false,"#N/A",Never,false,true,"#N/A",Contract Based,Same,No,"#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","345 Shoreline Park
Mountain View, CA 94043
USA","#N/A","#N/A","#N/A",A,"#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A",Customer - Channel,"#N/A",www.genepoint.com,false,"#N/A"
d7952b9a-470a-4642-adf0-4ce389c8cfd8,"#N/A",A,"#N/A",3.0E7,Mountain View,"#N/A","#N/A","#N/A","#N/A","#N/A",CA,"345 Shoreline Park
Mountain View, CA 94043
USA",false,false,"#N/A","#N/A",false,"#N/A","#N/A","#N/A",Genomics company engaged in mapping and sequencing of the human genome and developing gene-based drugs,"#N/A","#N/A",(650) 867-9895,"#N/A","#N/A","#N/A",Biotechnology,"#N/A",Not Started,GenePoint,"#N/A",265,"#N/A","#N/A","#N/A","#N/A",(650) 867-3450,"#N/A","#N/A","#N/A","#N/A","#N/A",false,false,"#N/A",Never,false,true,"#N/A",Contract Based,Same,No,"#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","345 Shoreline Park
Mountain View, CA 94043
USA","#N/A","#N/A","#N/A",A,"#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A",Customer - Channel,"#N/A",www.genepoint.com,false,"#N/A"
d7b74b4f-6cbc-4276-986a-f61beee4c767,"#N/A",A,"#N/A","#N/A",San Francisco,US,"#N/A","#N/A","#N/A",94087,CA,The Landmark @ One Market,false,false,"#N/A","#N/A",false,"#N/A","#N/A","#N/A","#N/A","#N/A","#N/A",(415) 901-7002,"#N/A","#N/A","#N/A","#N/A","#N/A",Not Started,sForce,"#N/A","#N/A","#N/A","#N/A","#N/A","#N/A",(415) 901-7000,"#N/A","#N/A","#N/A","#N/A","#N/A",false,false,"#N/A",Never,false,true,"#N/A",Contract Based,Same,No,"#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A",A,"#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A",www.sforce.com,false,"#N/A"
d7b8e2b6-0e2e-432e-9cbf-69e50acf1731,"#N/A",A,"#N/A",5.0E8,Chicago,"#N/A","#N/A","#N/A","#N/A","#N/A",IL,"2334 N. Michigan Avenue, Suite 1500
Chicago, IL 60601, USA",false,false,"#N/A","#N/A",false,"#N/A","#N/A","#N/A","Chain of hotels and resorts across the US, UK, Eastern Europe, Japan, and SE Asia.","#N/A","#N/A",(312) 596-1500,"#N/A","#N/A","#N/A",Hospitality,"#N/A",Not Started,Grand Hotels & Resorts Ltd,"#N/A",5600,"#N/A","#N/A","#N/A","#N/A",(312) 596-1000,"#N/A","#N/A","#N/A","#N/A","#N/A",false,false,"#N/A",Never,false,true,"#N/A",Contract Based,Same,No,"#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","2334 N. Michigan Avenue, Suite 1500
Chicago, IL 60601, USA","#N/A","#N/A","#N/A",A,"#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A",Customer - Direct,"#N/A",www.grandhotels.com,false,"#N/A"
d7bbe2b8-8e00-42aa-997f-df1456615ebd,"#N/A",A,"#N/A",3.5E8,Burlington,USA,"#N/A","#N/A","#N/A",27215,NC,525 S. Lexington Ave,false,false,"#N/A","#N/A",false,"#N/A","#N/A","#N/A","#N/A","#N/A","#N/A",(336) 222-8000,"#N/A","#N/A","#N/A",Apparel,"#N/A",Not Started,Burlington Textiles Corp of America,"#N/A",9000,"#N/A","#N/A","#N/A","#N/A",(336) 222-7000,"#N/A","#N/A","#N/A","#N/A","#N/A",false,false,"#N/A",Never,false,true,"#N/A",Contract Based,Same,No,"#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A",A,"#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A",Customer - Direct,"#N/A",www.burlington.com,false,"#N/A"
d8fee982-527e-4668-8aa3-6a1464238dd0,"#N/A",A,"#N/A",3.0E7,Mountain View,"#N/A","#N/A","#N/A","#N/A","#N/A",CA,"345 Shoreline Park
Mountain View, CA 94043
USA",false,false,"#N/A","#N/A",false,"#N/A","#N/A","#N/A",Genomics company engaged in mapping and sequencing of the human genome and developing gene-based drugs,"#N/A","#N/A",(650) 867-9895,"#N/A","#N/A","#N/A",Biotechnology,"#N/A",Not Started,GenePoint,"#N/A",265,"#N/A","#N/A","#N/A","#N/A",(650) 867-3450,"#N/A","#N/A","#N/A","#N/A","#N/A",false,false,"#N/A",Never,false,true,"#N/A",Contract Based,Same,No,"#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","345 Shoreline Park
Mountain View, CA 94043
USA","#N/A","#N/A","#N/A",A,"#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A",Customer - Channel,"#N/A",www.genepoint.com,false,"#N/A"
d9363b62-ab23-47f0-9e26-34c4cf6c9b5a,"#N/A",A,"#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A",UK,"Kings Park, 17th Avenue, Team Valley Trading Estate,
Gateshead, Tyne and Wear NE26 3HS
United Kingdom",false,false,"#N/A","#N/A",false,"#N/A","#N/A","#N/A","#N/A","#N/A","#N/A",+44 191 4956620,"#N/A","#N/A","#N/A",Energy,"#N/A",Not Started,"United Oil & Gas, UK","#N/A",24000,"#N/A","#N/A","#N/A","#N/A",+44 191 4956203,"#N/A","#N/A","#N/A","#N/A","#N/A",false,false,"#N/A",Never,false,true,"#N/A",Contract Based,Same,No,"#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","Kings Park, 17th Avenue, Team Valley Trading Estate,
Gateshead, Tyne and Wear NE26 3HS
United Kingdom","#N/A","#N/A","#N/A",A,"#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A",Customer - Direct,"#N/A",http://www.uos.com,false,"#N/A"
d995ab94-3a75-48fc-a64f-a6fe024a446c,"#N/A",A,"#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A",false,false,"#N/A","#N/A",false,"#N/A","#N/A","#N/A",hi,"#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A",Test account new1,"#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A",false,false,"#N/A",Never,false,true,"#N/A",Contract Based,Same,No,"#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A",A,"#N/A","#N/A",Test pvt ltd,"#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A",false,"#N/A"
da4b0814-126e-4e68-9487-d43db1dfecd9,"#N/A",A,"#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A",false,false,"#N/A","#N/A",false,"#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A",Banking,"#N/A","#N/A",Account_mapCL,"#N/A",19,"#N/A","#N/A","#N/A","#N/A",0765463401,"#N/A","#N/A","#N/A","#N/A","#N/A",false,false,"#N/A",Never,false,true,"#N/A",Contract Based,Same,No,"#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A",A,"#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A",bpxrq.salesforce.com,false,"#N/A"
da80000c-b838-4229-b2ac-dbc8b42f2093,"#N/A",A,"#N/A",5.0E7,Lawrence,USA,"#N/A","#N/A","#N/A",66045,KS,1301 Hoch Drive,false,false,"#N/A","#N/A",false,"#N/A","#N/A","#N/A","#N/A","#N/A","#N/A",(785) 241-6201,"#N/A","#N/A","#N/A",Consulting,"#N/A",Not Started,Dickenson plc,"#N/A",120,"#N/A","#N/A","#N/A","#N/A",(785) 241-6200,"#N/A","#N/A","#N/A","#N/A","#N/A",false,false,"#N/A",Never,false,true,"#N/A",Contract Based,Same,No,Lawrence,USA,"#N/A","#N/A","#N/A",66045,KS,1301 Hoch Drive,"#N/A","#N/A","#N/A",A,"#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A",Customer - Channel,"#N/A",dickenson-consulting.com,false,"#N/A"
da8ac614-ee1b-4814-948c-864c269219a3,"#N/A",E,"#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A",false,false,"#N/A","#N/A",false,"#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A",Not Started,jj Testing 2,"#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A",false,false,"#N/A",Never,false,true,"#N/A",Contract Based,Same,No,"#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A",A,"#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A",false,"#N/A"
dac7bcef-3245-4bc2-a0db-71f5d3a0819c,"#N/A",A,"#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A",false,false,"#N/A","#N/A",false,"#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A",Banking,"#N/A","#N/A",Account_QFxFJ,"#N/A",239,"#N/A","#N/A","#N/A","#N/A",3485654509,"#N/A","#N/A","#N/A","#N/A","#N/A",false,false,"#N/A",Never,false,true,"#N/A",Contract Based,Same,No,"#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A",A,"#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A",aelix.salesforce.com,false,"#N/A"
db923ae6-8487-4233-b047-50a20bb82a3a,"#N/A",A,"#N/A",9.5E8,Portland,"#N/A","#N/A","#N/A","#N/A","#N/A",OR,"620 SW 5th Avenue Suite 400
Portland, Oregon 97204
United States",false,false,"#N/A","#N/A",false,"#N/A","#N/A","#N/A",Commerical logistics and transportation company.,"#N/A","#N/A",(503) 421-7801,"#N/A","#N/A","#N/A",Transportation,"#N/A",Not Started,Express Logistics and Transport,"#N/A",12300,"#N/A","#N/A","#N/A","#N/A",(503) 421-7800,"#N/A","#N/A","#N/A","#N/A","#N/A",false,false,"#N/A",Never,false,true,"#N/A",Contract Based,Same,No,"#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","620 SW 5th Avenue Suite 400
Portland, Oregon 97204
United States","#N/A","#N/A","#N/A",A,"#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A",Customer - Channel,"#N/A",www.expressl&t.net,false,"#N/A"
dba020f9-f69d-43df-92f1-2b4e36d64fb1,"#N/A",A,"#N/A",5.0E8,Chicago,"#N/A","#N/A","#N/A","#N/A","#N/A",IL,"2334 N. Michigan Avenue, Suite 1500
Chicago, IL 60601, USA",false,false,"#N/A","#N/A",false,"#N/A","#N/A","#N/A","Chain of hotels and resorts across the US, UK, Eastern Europe, Japan, and SE Asia.","#N/A","#N/A",(312) 596-1500,"#N/A","#N/A","#N/A",Hospitality,"#N/A",Not Started,Grand Hotels & Resorts Ltd,"#N/A",5600,"#N/A","#N/A","#N/A","#N/A",(312) 596-1000,"#N/A","#N/A","#N/A","#N/A","#N/A",false,false,"#N/A",Never,false,true,"#N/A",Contract Based,Same,No,"#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","2334 N. Michigan Avenue, Suite 1500
Chicago, IL 60601, USA","#N/A","#N/A","#N/A",A,"#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A",Customer - Direct,"#N/A",www.grandhotels.com,false,"#N/A"
dbf888c2-00a4-4b5a-b31e-2ebed73a25d6,"#N/A",A,"#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A",UK,"Kings Park, 17th Avenue, Team Valley Trading Estate,
Gateshead, Tyne and Wear NE26 3HS
United Kingdom",false,false,"#N/A","#N/A",false,"#N/A","#N/A","#N/A","#N/A","#N/A","#N/A",+44 191 4956620,"#N/A","#N/A","#N/A",Energy,"#N/A",Not Started,"United Oil & Gas, UK","#N/A",24000,"#N/A","#N/A","#N/A","#N/A",+44 191 4956203,"#N/A","#N/A","#N/A","#N/A","#N/A",false,false,"#N/A",Never,false,true,"#N/A",Contract Based,Same,No,"#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","Kings Park, 17th Avenue, Team Valley Trading Estate,
Gateshead, Tyne and Wear NE26 3HS
United Kingdom","#N/A","#N/A","#N/A",A,"#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A",Customer - Direct,"#N/A",http://www.uos.com,false,"#N/A"
dc3b32ff-1660-4133-838a-64e28b6c06ca,"#N/A",A,"#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A",false,false,"#N/A","#N/A",false,"#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A",Banking,"#N/A","#N/A",Account_aoPlo,"#N/A",459,"#N/A","#N/A","#N/A","#N/A",8494671493,"#N/A","#N/A","#N/A","#N/A","#N/A",false,false,"#N/A",Never,false,true,"#N/A",Contract Based,Same,No,"#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A",A,"#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A",bvoph.salesforce.com,false,"#N/A"
dc65aecd-a6c1-4766-b1e0-4006336b17cc,"#N/A",A,"#N/A",9.5E8,Portland,"#N/A","#N/A","#N/A","#N/A","#N/A",OR,"620 SW 5th Avenue Suite 400
Portland, Oregon 97204
United States",false,false,"#N/A","#N/A",false,"#N/A","#N/A","#N/A",Commerical logistics and transportation company.,"#N/A","#N/A",(503) 421-7801,"#N/A","#N/A","#N/A",Transportation,"#N/A",Not Started,Express Logistics and Transport,"#N/A",12300,"#N/A","#N/A","#N/A","#N/A",(503) 421-7800,"#N/A","#N/A","#N/A","#N/A","#N/A",false,false,"#N/A",Never,false,true,"#N/A",Contract Based,Same,No,"#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","620 SW 5th Avenue Suite 400
Portland, Oregon 97204
United States","#N/A","#N/A","#N/A",A,"#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A",Customer - Channel,"#N/A",www.expressl&t.net,false,"#N/A"
de2abc86-a6cd-4c30-8401-da7a623a1def,"#N/A",A,"#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A",false,false,"#N/A","#N/A",false,"#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A",Banking,"#N/A","#N/A",Account_zGrzm,"#N/A",3,"#N/A","#N/A","#N/A","#N/A",0354867749,"#N/A","#N/A","#N/A","#N/A","#N/A",false,false,"#N/A",Never,false,true,"#N/A",Contract Based,Same,No,"#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A",A,"#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A",czhaq.salesforce.com,false,"#N/A"
de31224d-1475-4298-a98e-589cdaeea732,"#N/A",A,"#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A",UK,"Kings Park, 17th Avenue, Team Valley Trading Estate,
Gateshead, Tyne and Wear NE26 3HS
United Kingdom",false,false,"#N/A","#N/A",false,"#N/A","#N/A","#N/A","#N/A","#N/A","#N/A",+44 191 4956620,"#N/A","#N/A","#N/A",Energy,"#N/A",Not Started,"United Oil & Gas, UK","#N/A",24000,"#N/A","#N/A","#N/A","#N/A",+44 191 4956203,"#N/A","#N/A","#N/A","#N/A","#N/A",false,false,"#N/A",Never,false,true,"#N/A",Contract Based,Same,No,"#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","Kings Park, 17th Avenue, Team Valley Trading Estate,
Gateshead, Tyne and Wear NE26 3HS
United Kingdom","#N/A","#N/A","#N/A",A,"#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A",Customer - Direct,"#N/A",http://www.uos.com,false,"#N/A"
df4cfd0c-37d4-4567-857e-a0d572d4f04e,"#N/A",A,"#N/A",5.6E9,New York,"#N/A","#N/A","#N/A","#N/A","#N/A",NY,"1301 Avenue of the Americas 
New York, NY 10019
USA",false,false,"#N/A","#N/A",false,"#N/A","#N/A","#N/A",World's third largest oil and gas company.,"#N/A","#N/A",(212) 842-5501,"#N/A","#N/A","#N/A",Energy,"#N/A",Not Started,United Oil & Gas Corp.,"#N/A",145000,"#N/A","#N/A","#N/A","#N/A",(212) 842-5500,"#N/A","#N/A","#N/A","#N/A","#N/A",false,false,"#N/A",Never,false,true,"#N/A",Contract Based,Same,No,"#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","1301 Avenue of the Americas 
New York, NY 10019
USA","#N/A","#N/A","#N/A",A,"#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A",Customer - Direct,"#N/A",http://www.uos.com,false,"#N/A"
df7b9d61-ee3f-4063-b244-9fdb7245a2c0,"#N/A",A,"#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A",UK,"Kings Park, 17th Avenue, Team Valley Trading Estate,
Gateshead, Tyne and Wear NE26 3HS
United Kingdom",false,false,"#N/A","#N/A",false,"#N/A","#N/A","#N/A","#N/A","#N/A","#N/A",+44 191 4956620,"#N/A","#N/A","#N/A",Energy,"#N/A",Not Started,"United Oil & Gas, UK","#N/A",24000,"#N/A","#N/A","#N/A","#N/A",+44 191 4956203,"#N/A","#N/A","#N/A","#N/A","#N/A",false,false,"#N/A",Never,false,true,"#N/A",Contract Based,Same,No,"#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","Kings Park, 17th Avenue, Team Valley Trading Estate,
Gateshead, Tyne and Wear NE26 3HS
United Kingdom","#N/A","#N/A","#N/A",A,"#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A",Customer - Direct,"#N/A",http://www.uos.com,false,"#N/A"
dff78d98-ac4c-473c-9b54-7bcc12ec1de6,"#N/A",A,"#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A",false,false,"#N/A","#N/A",false,"#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A",Banking,"#N/A","#N/A",Account_EOqHT,"#N/A",345,"#N/A","#N/A","#N/A","#N/A",2797848090,"#N/A","#N/A","#N/A","#N/A","#N/A",false,false,"#N/A",Never,false,true,"#N/A",Contract Based,Same,No,"#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A",A,"#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A",cwyzb.salesforce.com,false,"#N/A"
e0993e0e-f3d0-4fe3-8e0f-ac3c470108ac,"#N/A",A,"#N/A",4000.0,"#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A",false,false,"#N/A","#N/A",false,"#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A",Not Started,Mr Zero,"#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A",false,false,"#N/A",Never,false,true,"#N/A",Contract Based,Same,No,"#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A",A,"#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A",false,"#N/A"
e0aeb886-6d44-4bc1-b231-22dd678d2e79,"#N/A",A,"#N/A","#N/A",Singapore,"#N/A","#N/A","#N/A","#N/A","#N/A",Singapore,"9 Tagore Lane
Singapore, Singapore 787472
Singapore",false,false,"#N/A","#N/A",false,"#N/A","#N/A","#N/A","#N/A","#N/A","#N/A",(650) 450-8820,"#N/A","#N/A","#N/A",Energy,"#N/A",Not Started,"United Oil & Gas, Singapore","#N/A",3000,"#N/A","#N/A","#N/A","#N/A",(650) 450-8810,"#N/A","#N/A","#N/A","#N/A","#N/A",false,false,"#N/A",Never,false,true,"#N/A",Contract Based,Same,No,"#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","9 Tagore Lane
Singapore, Singapore 787472
Singapore","#N/A","#N/A","#N/A",A,"#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A",Customer - Direct,"#N/A",http://www.uos.com,false,"#N/A"
